time,src MAC,des MAC,source IP,destination IP,protocol,length
1758212658.8233466,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,192.168.0.3,255.255.255.255,1,
1758212658.8718731,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,192.168.0.3,192.168.0.255,1,
1758212658.9209015,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,1,
1758212658.9565444,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,192.168.0.3,255.255.255.255,1,
1758212658.9969711,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,192.168.0.3,192.168.0.255,1,
1758212659.0400703,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,,,,
1758212659.0438223,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,,,,
1758212659.096367,00:0c:29:c2:dc:18,33:33:ff:3b:00:08,fe80::2cc4:e237:ed99:86bb,ff02::1:ff3b:8,58,
1758212659.1047003,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212659.1115267,00:0c:29:c2:dc:18,00:0c:29:c2:dc:18,fe80::2cc4:e237:ed99:86bb,fe80::2cc4:e237:ed99:86bb,58,
1758212659.1474383,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,,,,
1758212659.1566358,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,,,,
1758212659.187641,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,,,,
1758212659.22883,00:0c:29:c2:dc:18,33:33:ff:00:00:00,fe80::2cc4:e237:ed99:86bb,ff02::1:ff00:0,58,
1758212659.2558978,00:0c:29:c2:dc:18,00:0c:29:c2:dc:18,fe80::2cc4:e237:ed99:86bb,fe80::2cc4:e237:ed99:86bb,58,
1758212659.280047,00:0c:29:c2:dc:18,33:33:ff:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1:ff00:1,58,
1758212659.307542,00:0c:29:c2:dc:18,00:0c:29:c2:dc:18,fe80::2cc4:e237:ed99:86bb,fe80::2cc4:e237:ed99:86bb,58,
1758212659.3353157,00:0c:29:c2:dc:18,33:33:ff:00:00:00,fe80::2cc4:e237:ed99:86bb,ff02::1:ff00:0,58,
1758212659.363733,00:0c:29:c2:dc:18,00:0c:29:c2:dc:18,fe80::2cc4:e237:ed99:86bb,fe80::2cc4:e237:ed99:86bb,58,
1758212659.3836272,00:0c:29:c2:dc:18,33:33:ff:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1:ff00:1,58,
1758212659.388356,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,2001:a:b:c::1,fe80::2cc4:e237:ed99:86bb,58,
1758212659.4238381,00:0c:29:c2:dc:18,00:0c:29:c2:dc:18,fe80::2cc4:e237:ed99:86bb,fe80::2cc4:e237:ed99:86bb,58,
1758212659.4345183,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,17,
1758212659.4393508,ca:01:07:3b:00:08,ff:ff:ff:ff:ff:ff,192.168.0.1,255.255.255.255,17,
1758212659.4923382,00:0c:29:c2:dc:18,33:33:00:01:00:02,fe80::2cc4:e237:ed99:86bb,ff02::1:2,17,
1758212659.5332944,00:0c:29:c2:dc:18,01:00:5e:7f:ff:fa,192.168.0.3,239.255.255.250,17,
1758212659.5791795,00:0c:29:c2:dc:18,33:33:00:00:00:0c,2001:a:b:c:2f3b:681d:45b5:b57b,ff02::c,17,
1758212659.623458,00:0c:29:c2:dc:18,33:33:00:00:00:0c,fe80::2cc4:e237:ed99:86bb,ff02::c,17,
1758212659.682,00:0c:29:c2:dc:18,01:00:5e:00:00:fb,192.168.0.3,224.0.0.251,17,
1758212659.732584,00:0c:29:c2:dc:18,33:33:00:00:00:fb,2001:a:b:c:2f3b:681d:45b5:b57b,ff02::fb,17,
1758212659.7844121,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212660.1136773,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,17,
1758212660.2833338,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,17,
1758212660.3144658,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2001:67c:1223:3::93e5:ff69,6,
1758212660.3145318,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2001:67c:1223:3::93e5:ff69,6,
1758212660.3237221,ca:01:07:3b:00:08,33:33:ff:bb:53:17,fe80::c801:7ff:fe3b:8,ff02::1:ffbb:5317,58,
1758212660.3393884,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::2cc4:e237:ed99:86bb,fe80::c801:7ff:fe3b:8,58,
1758212660.497836,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212660.4980795,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212660.5440419,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212660.5441606,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212660.6225808,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212660.6225812,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,17,
1758212660.622719,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212660.7001913,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212660.7003527,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212660.7616255,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212660.7616932,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212660.7887676,00:0c:29:77:3b:af,01:00:5e:7f:ff:fa,192.168.0.4,239.255.255.250,2,
1758212660.808834,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212660.8089647,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212660.9174132,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212660.9175937,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212661.023345,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212661.023394,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212661.0390654,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212661.039124,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212661.0851994,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,17,
1758212661.2238922,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212661.224002,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212661.271356,00:50:56:c0:00:02,01:00:5e:7f:ff:fa,169.254.92.128,239.255.255.250,17,
1758212661.3166509,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2001:67c:1223:3::93e5:ff69,6,
1758212661.3168721,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2001:67c:1223:3::93e5:ff69,6,
1758212661.329339,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,58,
1758212661.4401803,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212661.4403145,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212661.533667,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212661.5338712,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212661.6097267,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212661.6097894,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212661.788465,00:0c:29:77:3b:af,01:00:5e:00:00:fc,192.168.0.4,224.0.0.252,2,
1758212661.8411841,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212661.8412664,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212662.0041282,ca:01:07:3b:00:08,33:33:ff:bb:53:17,fe80::c801:7ff:fe3b:8,ff02::1:ffbb:5317,58,
1758212662.0361207,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::2cc4:e237:ed99:86bb,fe80::c801:7ff:fe3b:8,58,
,00:0c:29:c2:dc:18,,ff02::1:ff00:0,,,
1758212662.6592927,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212662.6593504,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212662.688226,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212662.705353,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212662.7054007,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212662.8569107,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212663.1999562,00:50:56:c0:00:02,33:33:ff:99:86:bb,fe80::cbea:9338:c8bb:5317,ff02::1:ff99:86bb,58,
1758212663.200108,00:0c:29:c2:dc:18,00:50:56:c0:00:02,fe80::2cc4:e237:ed99:86bb,fe80::cbea:9338:c8bb:5317,58,
1758212663.2112353,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212663.2201285,00:0c:29:c2:dc:18,00:50:56:c0:00:02,fe80::2cc4:e237:ed99:86bb,fe80::cbea:9338:c8bb:5317,58,
1758212663.2329268,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212663.304399,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212663.32345,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2001:67c:1223:3::93e5:ff69,6,
1758212663.323561,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2001:67c:1223:3::93e5:ff69,6,
1758212663.3236575,00:50:56:c0:00:02,01:00:5e:7f:ff:fa,169.254.92.128,239.255.255.250,2,
1758212663.4724698,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212663.8273401,ca:01:07:3b:00:08,33:33:ff:bb:53:17,fe80::c801:7ff:fe3b:8,ff02::1:ffbb:5317,58,
1758212663.8309622,00:50:56:c0:00:02,01:00:5e:00:00:fb,169.254.92.128,224.0.0.251,2,
1758212663.851777,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::2cc4:e237:ed99:86bb,fe80::c801:7ff:fe3b:8,58,
1758212663.9362419,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212664.1070495,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212664.2908373,00:0c:29:77:3b:af,01:00:5e:00:00:fb,192.168.0.4,224.0.0.251,2,
1758212664.2937465,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212664.293816,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212664.2994976,00:50:56:c0:00:02,01:00:5e:7f:ff:fa,169.254.92.128,239.255.255.250,17,
1758212664.3806765,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,58,
1758212664.572782,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212664.5748243,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,17,
1758212664.745554,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212664.7486446,00:50:56:c0:00:02,33:33:00:00:00:fb,fe80::cbea:9338:c8bb:5317,ff02::fb,17,
1758212664.7496576,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212664.7509086,00:50:56:c0:00:02,33:33:00:00:00:fb,fe80::cbea:9338:c8bb:5317,ff02::fb,17,
1758212664.753149,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212664.7545455,00:50:56:c0:00:02,33:33:00:00:00:fb,fe80::cbea:9338:c8bb:5317,ff02::fb,17,
1758212664.7835326,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212664.7844288,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212664.7849474,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,17,
1758212664.7857685,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,17,
1758212664.7861125,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212664.7868998,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,17,
1758212664.9110396,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212664.91118,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212664.9283476,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212665.0938938,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212665.5335243,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212665.7010994,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212666.1555314,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212666.3223407,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212666.7559237,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212666.9160676,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212667.1315916,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212667.1316926,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2603:1026:302:3c::2,17,
1758212667.1360736,ca:01:07:3b:00:08,33:33:ff:bb:53:17,fe80::c801:7ff:fe3b:8,ff02::1:ffbb:5317,58,
1758212667.1596196,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::2cc4:e237:ed99:86bb,fe80::c801:7ff:fe3b:8,58,
1758212667.250337,00:0c:29:77:3b:af,ff:ff:ff:ff:ff:ff,,,,
1758212667.3020763,00:50:56:c0:00:02,01:00:5e:7f:ff:fa,169.254.92.128,239.255.255.250,17,
1758212667.3315318,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,2001:67c:1223:3::93e5:ff69,6,
1758212667.331669,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::cbea:9338:c8bb:5317,2001:67c:1223:3::93e5:ff69,6,
1758212667.3633375,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212667.4163282,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,58,
1758212667.5248814,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212667.8247333,00:50:56:c0:00:02,01:00:5e:00:00:fc,169.254.92.128,224.0.0.252,2,
1758212667.9725778,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212668.1326292,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212668.2769876,ca:01:07:3b:00:08,33:33:ff:bb:53:17,fe80::c801:7ff:fe3b:8,ff02::1:ffbb:5317,58,
1758212668.3127086,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::2cc4:e237:ed99:86bb,fe80::c801:7ff:fe3b:8,58,
1758212668.553766,00:0c:29:c2:dc:18,01:00:5e:00:00:fc,192.168.0.3,224.0.0.252,17,
1758212669.120832,00:0c:29:c2:dc:18,01:00:5e:00:00:fb,192.168.0.3,224.0.0.251,17,
1758212669.5853136,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212669.6900334,ca:01:07:3b:00:08,33:33:ff:bb:53:17,fe80::c801:7ff:fe3b:8,ff02::1:ffbb:5317,58,
1758212669.720351,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::2cc4:e237:ed99:86bb,fe80::c801:7ff:fe3b:8,58,
1758212669.7608192,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212670.03217,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212670.0324483,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212670.0420027,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212670.042331,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212670.0426424,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212670.042988,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212670.0520332,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212670.0520332,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212670.0529141,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212670.0530403,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212670.0625708,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212670.062571,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212670.0627298,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212670.0627751,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212670.0727813,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212670.0727813,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212670.0732179,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212670.0733292,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212670.0829914,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
